sample_index,current_best_R,current_R
163,0.2737,0.6901
164,0.2737,0.7693
165,0.2737,0.7137
166,0.2737,0.9325
167,0.2737,0.5433
168,0.2737,0.9255
169,0.2737,0.5519
170,0.2737,0.6926
171,0.2737,0.4659
172,0.2737,0.8466
173,0.2737,0.5176
174,0.2737,0.2817
175,0.2737,0.5383
176,0.2737,0.706
177,0.2737,0.7028
178,0.2737,0.9307
179,0.2737,1.0893
180,0.2737,0.4016
181,0.2737,0.3142
182,0.2737,0.3157
183,0.2737,0.5756
184,0.2737,0.9375
185,0.2737,0.3276
186,0.2737,0.414
187,0.2737,0.9478
188,0.2737,0.4575
189,0.2737,1.0305
190,0.2737,0.97
191,0.2737,0.6146
192,0.2737,0.8351
193,0.2737,0.5506
194,0.2737,0.776
195,0.2737,0.3408
196,0.2737,0.5617
197,0.2737,0.9886
198,0.2737,1.1321
199,0.2737,0.92
200,0.2737,0.774
201,0.2737,0.9149
202,0.2737,0.274
203,0.2737,0.4502
204,0.2737,0.717
205,0.2737,0.5897
206,0.2737,0.7049
207,0.2737,0.5964
208,0.2737,0.6752
209,0.2737,1.0548
210,0.2737,0.5916
211,0.2737,0.5046
212,0.2737,1000.0
213,0.2737,0.7504
214,0.2737,0.7545
215,0.2737,0.6753
216,0.2737,0.6334
217,0.2737,0.3781
218,0.2737,0.8685
219,0.2737,0.8379
220,0.2737,0.5165
221,0.2737,0.7867
222,0.2737,0.9892
223,0.2737,0.4219
224,0.2737,0.849
225,0.2737,1.09
226,0.2737,0.8413
227,0.2737,1.046
228,0.2737,0.4546
229,0.2737,0.7787
230,0.2737,0.4258
231,0.2737,0.3449
232,0.2737,0.3469
233,0.2737,0.9711
234,0.2542,0.2542
235,0.2542,0.9281
236,0.2542,0.5134
237,0.2542,0.4621
238,0.2542,0.7847
239,0.2542,0.4584
240,0.2542,0.4595
241,0.2542,0.8485
242,0.2542,0.8479
243,0.2542,0.7104
244,0.2542,1.0096
245,0.2542,0.8577
246,0.2542,0.6263
247,0.2542,0.6637
248,0.2542,0.6558
249,0.2542,0.8498
250,0.2542,0.2778
251,0.2542,0.29
252,0.2542,0.6164
253,0.2542,0.8148
254,0.2542,0.59
255,0.2542,0.2768
256,0.2542,1.0499
257,0.2542,1000.0
258,0.2542,0.8404
259,0.2542,0.5748
260,0.2542,0.7653
261,0.2542,0.3016
262,0.2542,0.62
263,0.2542,0.2634
264,0.2542,0.6
265,0.2542,0.5434
266,0.2542,1.0277
267,0.2542,0.7329
268,0.2542,0.5797
269,0.2542,0.4405
270,0.2542,1.0134
271,0.2542,0.2672
272,0.2542,0.7718
273,0.2542,0.3444
274,0.2542,0.8836
275,0.2542,0.3389
276,0.2542,1000.0
277,0.2542,0.823
278,0.2542,0.474
279,0.2542,0.6448
280,0.2542,0.3055
281,0.2542,0.8595
282,0.2542,0.3181
283,0.2542,0.3395
284,0.2542,0.6084
285,0.2542,1.0092
286,0.2542,0.6492
287,0.2542,0.4743
288,0.2542,0.2928
289,0.2542,0.7688
290,0.2542,0.4266
291,0.2542,0.7507
292,0.2542,0.687
293,0.2542,0.9381
294,0.2542,0.755
295,0.2542,0.9025
296,0.2542,0.3571
297,0.2542,0.3441
298,0.2542,0.6814
299,0.2542,0.3236
300,0.2542,0.6746
301,0.2542,0.4862
302,0.2542,0.5989
303,0.2542,0.4606
304,0.2542,0.9068
305,0.2542,0.543
306,0.2542,0.327
307,0.2542,0.7222
308,0.2542,0.5636
309,0.2542,0.5263
310,0.2542,0.5452
311,0.2542,0.8484
312,0.2542,0.5778
313,0.2542,0.5797
314,0.2542,0.4182
315,0.2542,0.462
316,0.2542,0.7804
317,0.2542,0.7066
318,0.2542,0.3213
319,0.2542,0.2663
320,0.2542,0.3625
321,0.2542,0.7772
322,0.2542,0.7168
323,0.2542,1.023
324,0.2542,0.8579
325,0.2542,0.8009
